NCO_2015_Code,Occupation_Title,NCO_2004_Code
2621.0700,"Restorer, Furniture",2431.60
2621.9900,"Archivists and Curators, Other",2431.90
2622.0100,Librarian,2432.10
2622.0200,Librarian (Film),2432.20
2622.0300,Tape Librarian/Librarian Digital/Librarian Media,2432.25
2622.0500,News Librarian,2432.40
2622.0601,Document Coder/Processor,2622.99
2631.0100,Economist,2441.10
2631.0200,Energy Economist,2441.20
2631.0300,Home Economist,2441.30
2631.9900,"Economists, Other",2441.90
2632.0100,"Sociologist, General",2442.10
2632.0200,Social Ecologist,2442.20
2632.0300,Clinical Sociologist,2442.25
2632.0400,Demographer,2442.30
2632.0500,Criminologists,2442.40
2632.0600,Penologist,2442.50
2632.0700,"Anthropologist, General",2442.60
2632.0800,"Anthropologist, Physical",2442.70
2632.0900,"Anthropologist, Cultural",2442.75
2632.1000,Genealogist,2442.77
2632.1100,Archaeologist,2442.80
2632.1200,Geographer,2442.85
2632.9900,"Sociologists, Anthropologists and Related 
Professionals, Other",2442.90
2633.0100,Historian,2443.10
2633.0200,Biographer,2443.20
2633.0300,Epigraphist,2443.30
2633.0400,Numismatist,2443.40
2633.0500,Philatelist,2443.50
2633.0600,Political Scientist,2443.60
2633.9900,"Philosophers, Historians and Political Scientists, 
Other",2443.90
2634.0100,Psychologist,2445.10
2634.0200,Psychometrist,2445.20
2634.0300,"Psychologist, Engineering",2445.30
2634.0400,"Psychologist, Educational",2445.40
2634.0500,"Psychologist, Social",2445.50
2634.0600,Clinical Psychologist,2445.60
2634.0800,"Psychologist, Counselling",2445.80
2634.9900,"Psychologists, Other",2445.90
2635.0100,Labour Welfare Officer,2446.10
2635.0300,Probation Officer,2446.30
2635.0400,Medical Social Worker,2446.40
2635.0500,Child and Family Social Worker,2446.42
2635.0600,Health Educator,2446.45
2635.0800,Child Welfare Organizer,2446.55
2635.0900,Family Planning Organizer,2446.60
2635.1000,Vocational Rehabilitation Counsellor,2446.80
2635.1100,"Counsellor, Marriage and Family",2446.85
2635.9900,"Social Work Professionals, Other",2446.90
2636.0100,Priest,2461.10
2636.0200,Purohit,2462.10
2636.9900,"Ordained Religious and Non-Ordained Religious 
Workers",2462.90
2641.0100,Author,2451.10
2641.0200,Critic,2451.15
2641.0300,Editor,2451.20
2641.0302,Script Editor,2641.04
2641.0500,Poet,2451.65
2641.0601,Script Writer,2451.70
2641.0602,Script Researcher,2641.07
2641.9900,"Authors, Journalists and Other Writers",2451.90
2642.0100,News Reporter,2451.30
2642.0200,Columnist,2451.35
2642.0300,Freelance Journalist,2451.40
2642.0400,Commentary Writer,2451.45
2642.0500,Radio Commentator,2451.55
2642.0600,Commentator (Motion Picture),2451.60
2643.0100,Language Specialist,2444.10
2643.0200,Translator,2444.20
2643.0300,Interpreter,2444.30
2643.9900,"Philologists, Translators and Interpreters, Other",2444.90
2651.0100,Sculptor,2452.10
2651.0200,Modeller (Except Stone),2452.20
2651.0300,Stone Modeller,2452.30
2651.0400,"Painter, Fine Art",2452.40
2651.0500,"Renovator, Paintings",2452.50
2651.0600,Cartoonist,2452.55
2651.9900,"Visual Artists, Other",2452.90
2652.0100,Music Composer,2453.10
2652.0200,Orchestra Conductor,2453.20
2652.0300,Singer,2453.30
2652.0400,"Instrumental Musician, String Instrument",2453.40
2652.0500,"Instrumental Musician, Percussion Instrument",2453.50
2652.0600,"Instrumental Musician, Wind Instrument",2453.60
2652.9900,"Musicians, Singers and Composers, Other",2453.90
2653.0100,Choreographer,2454.10
2653.0200,Nattuvan,2454.20
2653.0300,Dancer,2454.30
2653.9900,"Choreographers and Dancers, Other",2454.90
2654.0100,"Director, Theatrical",2455.10
2654.0200,"Director, Music",2455.20
2654.0300,Dance Director,2455.30
2654.0351,Live Action Director,2654.04
2654.0500,"Manager, Recreation and Entertainment",1229.10
2654.0600,"Producer, Stage",1229.30
2654.0700,"Producer, Film",1229.40
2654.0800,Production Manager (Motion Picture),1229.50
2654.0901,Lighting Artist,2654.99
2655.0100,Actor and Actress,2455.50
2655.0200,Extra,2455.60
2655.0301,"Voice Over Artist 
 
Family",2656
2656.0100,Programme Announcer,3472.10
2656.0200,Disc Jockey,3472.20
2656.9900,"Radio, Television and Other Announcers, Other",3472.90
2659.0100,Rope Dancer,3474.10
2659.0200,Acrobat,3474.15
2659.0300,Equestrian,3474.20
2659.0400,Contortionist,3474.30
2659.0500,"Circus Performers, Other",3474.35
2659.0600,Ventriloquist,3474.40
2659.0800,Mimic,3474.45
2659.0900,Magician,3474.50
2659.1000,Juggler,3474.55
2659.1100,Snake Charmer,3474.70
2659.1200,Puppeteer,3474.75
2659.1300,"Trainer, Animal",3474.60
2659.1400,Race Horse Trainer,3474.65
3111.0100,"Laboratory Assistant, Physical",3111.10
3111.0200,"Laboratory Assistant, Soil",3111.20
3111.0300,"Laboratory Assistant, Chemical",3111.30
3111.0400,Chemical Radiation Technician,3111.35
3111.0500,"Laboratory Assistant, Geological",3111.40
3111.0600,"Slide Examiner, Petrology",3111.50
3111.0700,"Slide Examiner, Palaeontology",3111.60
3111.9900,"Physical Science Technicians, Other",3111.90
3112.0100,"Overseer, Civil Engineering",3112.10
3112.0200,Permanent Way Inspector,3112.20
3112.0300,Plain Tabler,3112.30
3112.0400,Topographical Auxiliary,3112.40
3112.0500,Computer Topographical,3112.50
3112.0600,"Surveyor, Tidal",3112.60
3112.0701,Assistant Laboratory and Field Technician,3112.99
3113.0101,"Electrical Engineering, Technician/Maintenance 
Technician Electrical",3113.10
3113.0102,Maintenance Technician Electrical,3113.01
3113.0200,Electrical Technician (High Voltage),3113.20
3113.0300,Energy Auditor,3113.30
3113.0401,Machine Maintenance Technician,3113.05
3113.0601,Maintenance Technician,3113.07
3113.0801,In-Process and Final Quality Engineer,3113.08
3113.0803,Automated Optical Inspection Machine Operator,3113.09
3113.1001,LED Luminaries Testing and Measurement,3113.10
3113.9900,"Electrical Technicians, Other",3113.90
3114.0100,Electronics Technician,3114.10
3114.0200,Television Chassis Inspector/Television Technician,3152.60
3114.0601,BSS Support Engineer,3114.07
3114.0801,ICT Engineer,3114.08
3114.0804,Broadband Technician,3114.09
3114.1101,Product Specialist Engineer,3114.12
3114.1301,Network Management Engineer,3114.99
3115.0101,"Mechanical Engineering Technician/Supervisor 
R&D Testing",3115.10
3115.0104,Body Shop In-Charge,3115.01
3115.0201,"Automotive Engineering Technician/Testing 
Manager",3115.20
3115.0301,"Executive, Proto Manufacturing",3115.04
3115.0501,"Manager Maintenance Mechanical & 
Electrical",3115.06
3115.0602,"Auto Service Technical Manager/Auto Service 
Technician",3115.10
3115.1100,"Heating, Ventilation and Refrigeration Engineering 
Technician",3115.40
3115.1200,Die Designer,3115.50
3115.1301,Tool Designer,3115.13
3115.1400,Loco Foreman,3115.60
3115.1500,"Yard Foreman, Railway",3115.65
3115.1600,Train Examiner,3115.70
3115.9900,"Mechanical Engineering Technicians, Other",3115.90
3116.0100,"Laboratory Assistant, Glass and Ceramics",3116.10
3116.0200,"Laboratory Assistant, Food & Beverages/ Chemist/ 
Analytical Supervisor/Lab Chemist",3116.20
3116.0300,"Laboratory Assistant, Chemical Engineering 
General",3116.30
3116.0400,"Core Analyst, Petrol and Natural Gas",3116.40
3116.0500,"Laboratory Assistant, Petroleum and Lubricants",3116.50
3116.0600,"Chemist, Water Purification/Water Treatment",3116.60
3116.9900,"Chemical Engineering Technicians, 
Other/Chemical Process Technicians",3116.90
3117.0100,Rock Slicer,3117.10
3117.0200,Petroleum and Natural Gas Extraction Technician,3117.20
3117.0300,"Laboratory Assistant, Metallurgical",3117.30
3117.9900,"Mining and Metallurgical Technicians, Other",3117.90
3118.0100,"Draughtperson, Architectural",3118.10
3118.0200,"Draughtperson, Civil",3118.20
3118.0201,Plumbing Draftsman,3118.03
3118.0301,Draftsman,3118.03
3118.0401,"Draughtperson, Mechanical",3118.40
3118.0500,"Draughtperson, Structural",3118.50
3118.0600,"Draughtperson, Topographical",3118.60
3118.0700,Lithographic Designer,3118.70
3118.0800,Tracer,3118.80
3118.0900,Blue Printer,3118.85
3118.9900,"Draughtpersons, Other",3118.90
3119.0100,"Laboratory Assistant, Engineering",3119.10
3119.0200,Forensic Science Technician,3119.20
3119.0300,Fingerprint Expert,3119.30
3119.0400,Handwriting Expert,3119.35
3119.0500,Impression Taker,3119.37
3119.0600,Weather Observer,3119.40
3119.0700,"Methods, Time and Motion Study Technician",3119.50
3119.0800,Fire Prevention Officer,3151.10
3119.0900,Fire Officer,3151.20
3119.1000,"Fire Inspectors, Other",3151.90
3119.1100,Laser Technician,3139.10
3119.9900,"Optical and Electronic Equipment Controllers, 
Other",3139.90
3121.0100,"Supervisor and Foreman, Mining and Quarrying",8118.10
3121.0200,"Supervisor and Foreman, Well Drilling",8118.15
3121.0300,"Supervisor and Foreman, Mineral Treating",8118.20
3121.0400,"Overman, Colliery",8118.25
3121.0500,"Sirdar, Colliery",8118.30
3121.0600,Mud Supervisor,8118.35
3121.0700,Well Pulling Supervisor,8118.40
3121.0800,Gas Supervisor,8118.50
3121.9900,"Supervisors and Foremen in Mining and Mineral 
Processing Plant Operation Activities, Other",8118.90
3122.0100,"Supervisors and Foremen, Metal Making, 
Converting and Refining",8128.10
3122.0200,"Foreman, Blast Furnace",8128.20
3122.0300,Stock House Foreman,8128.30
3122.0400,"Supervisor and Foreman, Metal Treating",8128.40
3122.0500,"Supervisor and Foreman, Metal Drawing and 
Extruding",8128.50
3122.0601,Assembly Line Supervisor,3122.08
3122.0900,"Supervisor and Foreman, Ceramics and Related 
Activities",8138.20
3122.1000,"Supervisor and Foreman, Wood Preparation and 
Papermaking",8148.10
3122.1100,"Supervisor and Foreman, Paper Pulp and 
Papermaking",8148.20
3122.1300,"Supervisor and Foreman, Chemical Processing and 
Related Activities",8158.10
3122.1400,"Supervisor and Foreman, Petroleum Refining and 
Related Activities/Operator/Engineering Assistant 
(Mechanical/Electrical/Civil/Chemical) Related 
Activities",8158.20
3122.1600,Boiler Supervisor,8168.10
3122.1700,"Supervisors and Foremen, Stationary Engine and 
Related Equipment",8168.20
3122.1800,"Supervisor and Foreman, Stone Cutting and 
Carving",8218.10
3122.1900,"Supervisor and Foreman, Machine Tool 
Operations",8218.20
3122.2000,"Supervisor and Foreman, Rubber Goods Making",8238.10
3122.2100,"Supervisor and Foreman, Plastic Products Making",8238.20
3122.2200,Plastic Moulding Shop Supervisor,3122.23
3122.2400,"Supervisor and Foreman, Wood Working 
(Machine)",8248.10
3122.2500,"Supervisor and Foreman, Carpentry, Cabinet 
Making and Related Wood Working Processes",8248.20
3122.2600,"Supervisor and Foreman, Paper and Paper Board 
Product Making",8258.10
3122.2800,Jobber (Textile),8268.10
3122.2900,"Supervisor and Foreman, Hosiery",8268.20
3122.3000,"Supervisor and Foreman, Tanning and Pelt 
Dressing",8268.30
3122.3100,"Supervisor and Foreman, Shoemaking",8268.40
3122.3200,"Supervisor and Foreman, Harness and Saddle 
Making",8268.50
3122.3300,"Supervisor and Foreman, Leather Goods Making",8268.60
3122.3400,"Supervisors and Foremen, Textile-Related 
Products",7435.05
3122.3450,"Scouring Supervisor, Wool",7431.26
3122.3500,"Supervisors and Foremen, Tailoring and Dress 
Making",7433.05
3122.3600,"Supervisor and Foreman, Brush Making",7424.05
3122.3800,"Supervisor and Foreman, Tobacco Preparation, 
Cigar and Cigarette Making",8279.10
3122.3900,"Supervisor and Foreman, Tobacco Product Making",8279.20
3122.4000,"Supervisor and Foreman, Material and Freight 
Handling",8290.10
3122.4100,"Supervisor and Foreman, Checking, Sorting, 
Packing and Related Activities",8290.20
3122.4200,"Supervisor and Foreman, Welding and Flame 
Cutting",7218.10
3122.4300,"Supervisor and Foreman, Sheet and Structural 
Metal Working",7218.20
3122.4401,Casting Line In-Charge,3122.44
3122.4502,Forging Shop Supervisor,3122.46
3122.4602,Press Shop Supervisor,3122.47
3122.4702,Welding Supervisor,3122.49
3122.5000,"Supervisor and Foreman, Tool Making/Die Making",7228.20
3122.5200,"Supervisor and Foreman, Machinery Fitting and 
Repairing",7238.10
3122.5300,"Supervisor and Foreman, Motor Vehicle Repairing",7238.20
3122.5400,"Supervisor and Foreman, Aircraft Repairing",7238.30
3122.5600,"Supervisor and Foreman, Electrical and Electronic 
Equipment",7248.10
3122.5700,"Engineering Supervisor, Telephone",7248.20
3122.5800,"Sub-Inspector, Telephone",7248.30
3122.5900,"Charge Hand, Rack Wiring (Telephone Equipment) 
Manufacturing",7248.40
3122.6000,"Line Supervisor, Electrical",7248.50
3122.6200,"Supervisor and Foreman, Precision Instrument 
Making (Except Electrical)",7318.10
3122.6300,"Supervisor and Foreman, Musical Instrument 
Making",7318.20
3122.6400,"Supervisor, Jewellery, Engraving and Precision 
Metal Workers",7318.30
3122.6501,Wax Model Making Supervisor,3122.65
3122.6503,Planning Supervisor,3122.65
3122.6505,Laser Supervisor,3122.65
3122.6507,Blocking Supervisor,3122.65
3122.6509,Final Assortment Supervisor,3122.65
3122.6600,"Supervisor and Foreman, Photolitho, Photo 
Engraving and Dark Room Operations",7348.10
3122.6700,"Supervisor and Foreman, Printing and Related 
Work",7348.20
3122.6900,"Supervisor and Foreman, Food 
Processing/Production Supervisor",7418.10
3122.7000,Juice Clarification Supervisor,7418.20
3122.7100,"Supervisor and Foreman, Brewing, Aerated Water 
and Beverage Making",7418.30
3122.7200,"Supervisor and Foreman, Dairy Products/Dairy 
Technologist",7418.40
3122.8001,Rubber Nursery Supervisor,3122.99
3123.0100,"Work Supervisor, Construction",7138.10
3123.0200,"Supervisor and Foreman, Insulation",7138.20
3123.0300,"Supervisor and Foreman, Plumbing and Pipe 
Fitting",7138.30
3123.0301,Plumbing Foreman,3123.03
3123.0400,"Electrical Supervisor, Wiring,",7138.40
3123.0500,"Supervisor and Foreman, Painting",7148.10
3123.0600,Painting and Surface Treatment Line In-Charge,3123.07
3123.9900,"Supervisors and Foremen and Related Trades 
Workers in Painting, Building Structure Cleaning, 
Other",7148.90
3131.0100,"Stationary Engine Driver, Steam",8161.10
3131.0200,"Stationary Engine Driver, Internal Combustion",8161.20
3131.0300,"Turbine Operator, Steam",8161.30
3131.0400,"Turbine Operator, Hydel",8161.40
3131.0500,Power Plant Operator,8161.45
3131.0600,Electrical Switch Board Operator,8161.50
3131.0700,"Oiler and Greaser, Stationary Engine and 
Machinery",8161.60
3131.0800,Nuclear Plant Control Operator,8161.65
3131.0900,Breaker Tender,8161.70
3131.1000,Hopper Attendant/Hopper Machine Operator,8161.72
3131.1100,Load Dispatcher,8161.80
3131.9900,"Power Production Plant Operators, Other 
 
Family",3132
3132.0100,Ice Maker,8163.10
3132.0200,Reservoir Caretaker,8163.20
3132.0300,Gas-Compressor Operator,8163.30
3132.0400,Wastewater Treatment Plant Operator,8163.40
3132.0500,Heating Plant Superintendent,8163.50
3132.0600,"Pump Station Operator, Waterworks",8163.60
3132.0700,Air Compressor Operator,8169.10
3132.0800,Ammonia Compressor Attendant,8169.20
3132.0900,"Air Conditioning and Refrigeration Plant 
Attendant",8169.30
3132.1000,Pumpman,8169.40
3132.1100,Exhaust Fan Operator,8169.50
3132.1200,Blower Operator,8169.60
3132.1300,Incinerator Operator,8169.65
3133.0100,"Process Man, Chemical",8152.10
3133.0200,Furnace Operator (Chemical),8152.60
3133.0300,Boiling Tub Operator (Chemical),8152.65
3133.0400,"Batch Still Operator, Chemical",8154.10
3133.0500,"Continuous Still Operator, Chemical",8154.20
3133.0600,"Bleaching Operator, Chemical",8159.30
3133.0700,"Chemical Process Operator (Radioactive 
Materials)",8159.50
3133.0800,Hot Cell Technician,8159.52
3133.9900,"Chemical Processing Plant Controllers, Other 
 
Family",3134
3134.0100,"Continuous Still Operator, Petroleum",8155.10
3134.0200,"Still Man Gas Plant/Gas Plant Operator (Petrol 
Refining)",8155.20
3134.0300,Pump Man (Petroleum Refining),8155.30
3134.0400,Control Man (Petroleum Refining),8155.40
3134.0500,Blender (Petroleum Refining),8155.50
3134.0600,Paraffin Plant Operator (Petrol Refining),8155.60
3134.0700,Pump Station Operator,8155.70
3134.0800,Treating Plant Operator,8155.75
3134.9900,"Petroleum Refining Workers, Other",8155.90
3135.0500,Mixerman,8121.30
3135.0600,Convertor Blower/Convertor Blower Technician,8121.35
3135.0700,Convertor Man/Convertor Blower Technician,8121.40
3135.0900,Furnace Operator (Non-Ferrous Metal),8121.47
3135.1100,"Furnace Operator, Open Hearth",8121.55
3135.1200,"Furnace Operator, Second Hand, Open Hearth",8121.60
3135.1300,Furnace Operator (Smelting & Refining),8121.70
3135.1401,Shift In-Charge Furnace Ferro Alloys,3135.17
3135.1800,"Roller, Sheet Mill/Mill Operator",8122.20
3135.1900,"Operator, Hot Rolling Mill (Non-Ferrous 
Metal)/Mill Operator",8122.28
3135.2000,"Roller, Hot Rolling Mill (Non-Ferrous Metal)/Mill 
Operator",8122.32
3135.2001,Fluid Management Operator Rolling Mills,3135.20
3135.2003,Coil Packaging Machine Operator Rolling Mills,3135.23
3135.2500,Seamless Pipe and Tube Roller,8122.46
3135.2600,"Furnace Man, Reverberatory, Pulverised Coal 
Fired",8122.48
3135.3100,Centrifugal Casting Machine Operator,8122.72
3135.3900,"Control Man, Billet/Process Controller",8124.10
3135.9900,"Metal Production Process Controllers, Other",8121.90
3139.0100,"Digester Operator, Paper Pulp",8142.20
3139.0200,"Beaterman, Paper Pulp",8142.55
3139.0300,"Machineman, Paper, Wet End",8143.15
3139.0400,"Machineman, Paper, Dry End",8143.25
